complaint_id,customer_name,complaint_date,complaint_category,resolution_status,customer_location_city,complaint_location_country,employee_responsible,satisfaction_rating,follow_up_required,escalation_level,complaint_channel,resolution_date,complaint_status,response_method,complaint_priority,Diff  in Days,Difference in Hours
jxwl-6443-7094,Rafi Cantera,2024-06-24 19:41:29,technical_issues,Escalated,Kramarzówka,Poland,rcantera85@wise.com,,FALSE,Level 3,Chat,,Closed,Email,Low,,
hmvi-0110-6682,Karine Cranny,2024-05-22 15:24:05,kyc_transfer_on_hold,Escalated,Kaom,Indonesia,kcranny86@wise.com,,TRUE,Level 2,Email,,Closed,Email,Medium,,
wbif-1704-4740,Roseann Quillinane,2024-02-05 22:14:28,assets/_investments,Escalated,Tsuma,Japan,rquillinane87@wise.com,,TRUE,Level 2,Email,,Closed,Chat,Medium,,
cqdy-1679-2553,Nicolina Dargie,2024-06-01 02:46:28,plastic,Escalated,Ngangguk,Indonesia,ndargie88@wise.com,,FALSE,Level 3,Email,,Closed,Call,Low,,
hpkx-3316-5155,Rollie Standage,2024-04-05 11:12:16,scam,Escalated,Sunagawa,Japan,rstandage89@wise.com,,FALSE,Level 3,Phone,,Closed,Call,Medium,,
dwgf-4868-9078,Andrew Oddy,2024-03-19 09:42:46,other,Pending,Zunilito,Guatemala,aoddy8a@wise.com,,TRUE,,Phone,,Open,Call,Low,,
crzv-3861-8531,Ferdie FitzAlan,2024-06-11 02:35:56,fees,Pending,Nancha,China,ffitzalan8b@wise.com,,FALSE,,Chat,,Open,Call,Low,,
rtsg-6698-3378,Henrie Chason,2024-03-13 20:40:19,account_deactivation,Escalated,Broska,Ukraine,hchason8c@wise.com,,FALSE,Level 1,Chat,,Closed,Email,Medium,,
wnil-3476-8855,Trula Cordell,2024-01-08 03:14:44,verification,Escalated,Haokou,China,tcordell8d@wise.com,,TRUE,Level 1,Email,,Closed,Email,High,,
bfco-3846-5885,Roseanne Wethey,2024-03-14 08:51:55,privacy,Pending,Quintão,Portugal,rwethey8e@wise.com,,TRUE,,Email,,In Progress,Email,High,,
ymph-5728-5269,Kylen Liger,2024-06-20 08:11:21,kyc_transfer_on_hold,Pending,Vale das Mós,Portugal,kliger8f@wise.com,,TRUE,,Phone,,Open,Call,Low,,
ziet-0217-6593,Wilhelmina Hutchings,2024-03-24 20:44:32,technical_issues,Pending,Machagai,Argentina,whutchings8g@wise.com,,FALSE,,Chat,,In Progress,Call,Low,,
jcvh-1988-9145,Orlando St Ledger,2024-06-16 14:28:33,technical_issues,Escalated,Tiebiancheng,China,ost8h@wise.com,,TRUE,Level 2,Phone,,Closed,Chat,Medium,,
ulge-3102-5573,Pedro Macci,2024-06-20 10:40:26,privacy,Pending,Cikupa,Indonesia,pmacci8i@wise.com,,TRUE,,Phone,,In Progress,Call,Medium,,
kiut-8507-9831,Levey Baignard,2024-03-31 10:12:04,assets/_investments,Pending,Mirzec,Poland,lbaignard8j@wise.com,,TRUE,,Email,,In Progress,Email,Medium,,
jdsa-5176-0195,Ertha Adolf,2024-04-27 14:26:29,scam,Resolved,Giado,Libya,eadolf8k@wise.com,5,TRUE,,Phone,2024-05-07 20:28:24,Closed,Chat,Low,10,240
vjsl-2618-5467,Nichole Blanning,2024-01-11 06:03:15,privacy,Escalated,Värnamo,Sweden,nblanning8l@wise.com,,FALSE,Level 2,Email,,Closed,Call,High,,
jvyy-6061-8182,Lorri Karslake,2024-04-15 11:14:36,referrals,Resolved,Buenavista,Mexico,lkarslake8m@wise.com,,TRUE,,Phone,,Closed,Chat,Low,,
ljok-7447-7466,Gonzalo Stodd,2024-06-12 17:35:31,fees,Resolved,Trois-Rivières,Canada,gstodd8n@wise.com,,FALSE,,Phone,,Closed,Email,High,,
gulq-2793-0113,Cris Filyaev,2024-01-31 18:37:19,kyc_transfer_on_hold,Resolved,Stockton,United States,cfilyaev8o@wise.com,,FALSE,,Phone,,Closed,Chat,High,,
angn-3469-7024,Gwen Laible,2024-04-14 12:38:41,referrals,Resolved,Igreja,Portugal,glaible8p@wise.com,3,TRUE,,Email,2024-04-15 10:31:54,Closed,Email,High,1,24
fxol-3974-9631,Beatrice Vella,2024-03-01 11:50:54,hat,Resolved,Barvinkove,Ukraine,bvella8q@wise.com,,FALSE,,Email,,Closed,Call,High,,
lvtg-8495-8295,Lilla Ellul,2024-04-12 05:45:44,hat,Resolved,Tsotsin-Yurt,Russia,lellul8r@wise.com,,FALSE,,Phone,,Closed,Email,Low,,
qnov-8205-3440,Wandie Bingle,2024-04-30 17:19:06,fees,Resolved,Detroit,United States,wbingle8s@wise.com,4,FALSE,,Phone,2024-05-02 00:38:11,Closed,Call,Low,2,48
srat-6192-6366,Nesta Wardale,2024-06-02 11:20:38,account_deactivation,Escalated,Lordegān,Iran,nwardale8t@wise.com,,FALSE,Level 1,Chat,,Closed,Chat,Low,,
lajm-5538-7826,Jemimah McHarry,2024-02-14 22:20:38,other,Pending,Pavlovka,Russia,jmcharry8u@wise.com,,FALSE,,Phone,,In Progress,Email,Medium,,
qhvv-4069-7108,Rudiger Berre,2024-05-23 08:31:24,plastic,Escalated,Valladolid,Spain,rberre8v@wise.com,,FALSE,Level 1,Email,,Closed,Call,Low,,
disn-6786-0603,Che Bielfeld,2024-03-25 08:30:35,exchange_rate,Resolved,Lleida,Spain,cbielfeld8w@wise.com,,TRUE,,Phone,,Closed,Chat,High,,
plan-9721-1594,Tallie Impy,2024-05-17 02:20:08,exchange_rate,Pending,Castelo,Portugal,timpy8x@wise.com,,TRUE,,Chat,,In Progress,Email,Medium,,
xpdj-6248-8538,Dee Rape,2024-01-31 06:47:26,privacy,Resolved,Dugu,China,drape8y@wise.com,,FALSE,,Chat,,Closed,Email,Medium,,
trfa-9365-5656,Andrei Mouncey,2024-01-11 11:57:23,where_s_my_money,Resolved,Bulongji,China,amouncey8z@wise.com,3,FALSE,,Phone,2024-01-19 19:33:56,Closed,Email,Low,8,192
bdir-0554-8930,Jerrilee Ormesher,2024-03-25 23:30:50,privacy,Resolved,Dejilin,China,jormesher90@wise.com,,TRUE,,Email,,Closed,Chat,High,,
rqox-0179-7746,Dmitri Erratt,2024-06-17 04:36:25,plastic,Resolved,Temizhbekskaya,Russia,derratt91@wise.com,,TRUE,,Chat,,Closed,Email,High,,
mjuv-2730-6706,Darren Becconsall,2024-05-16 08:48:48,verification,Pending,San Antonio,United States,dbecconsall92@wise.com,,TRUE,,Phone,,In Progress,Email,High,,
nalz-6356-6697,Stephani Jauncey,2024-05-09 03:04:31,where_s_my_money,Resolved,Gävle,Sweden,sjauncey93@wise.com,2,FALSE,,Phone,2024-05-19 22:43:17,Closed,Email,High,10,240
kpfd-5959-3952,Dedra Edlyn,2024-03-08 01:41:15,kyc_transfer_on_hold,Resolved,Campana,Argentina,dedlyn94@wise.com,4,FALSE,,Phone,2024-03-15 04:43:23,Closed,Email,Low,7,168
yiiw-2631-7060,Killy Willoway,2024-01-05 11:07:07,exchange_rate,Escalated,Tuchoměřice,Czech Republic,kwilloway95@wise.com,1,FALSE,Level 2,Chat,2024-01-15 22:17:17,Closed,Chat,High,10,240
lfhz-6947-6161,Gwendolen McClenan,2024-04-22 11:44:57,exchange_rate,Pending,Borås,Sweden,gmcclenan96@wise.com,,TRUE,,Email,,In Progress,Chat,Medium,,
nqbc-0074-7366,Marcelia Venner,2024-05-18 15:58:14,technical_issues,Resolved,Rymanów,Poland,mvenner97@wise.com,,FALSE,,Email,,Closed,Call,Medium,,
wfpj-9183-3469,Holly-anne Mantz,2024-06-11 20:42:19,technical_issues,Escalated,Lipu,China,hmantz98@wise.com,,TRUE,Level 1,Email,,Closed,Email,Medium,,
rdym-1920-3398,Ugo Coulbeck,2024-01-27 01:13:17,other,Resolved,Koslan,Russia,ucoulbeck99@wise.com,2,TRUE,,Phone,2024-02-06 19:07:09,Closed,Call,Medium,10,240
zsio-3308-4894,Feliza Maddy,2024-01-16 06:53:32,where_s_my_money,Escalated,Lasi Dua,Indonesia,fmaddy9a@wise.com,2,TRUE,Level 2,Phone,2024-01-20 04:14:46,Closed,Email,Medium,4,96
xoau-2020-7224,Sena Gryglewski,2024-05-26 20:26:30,exchange_rate,Escalated,Berekum,Ghana,sgryglewski9b@wise.com,3,TRUE,Level 2,Email,2024-05-29 05:06:01,Closed,Call,Medium,3,72
bxbs-3851-3112,Tonnie Woodeson,2024-01-08 21:03:56,referrals,Resolved,Vyzhnytsya,Ukraine,twoodeson9c@wise.com,,TRUE,,Chat,,Closed,Call,Low,,
iqke-0706-3035,Orville McMorran,2024-01-05 02:34:15,other,Resolved,Huangtang,China,omcmorran9d@wise.com,,FALSE,,Chat,,Closed,Email,Low,,
pknp-4712-9279,Iorgo Robbins,2024-03-16 21:09:39,other,Pending,Fantan,Armenia,irobbins9e@wise.com,,FALSE,,Phone,,In Progress,Email,High,,
pbvg-3132-3345,Viv Braitling,2024-03-10 01:28:32,privacy,Escalated,Ngembel,Indonesia,vbraitling9f@wise.com,,TRUE,Level 1,Email,,Closed,Email,High,,
sgju-6457-1399,Dre Cardenoso,2024-05-14 23:41:56,customer_service,Resolved,Esperanza,Philippines,dcardenoso9g@wise.com,,TRUE,,Chat,,Closed,Email,High,,
fgmy-4433-0833,Chen Felkin,2024-05-08 09:20:36,customer_service,Resolved,Aix-en-Provence,France,cfelkin9h@wise.com,,TRUE,,Phone,,Closed,Chat,High,,
tkmn-2435-2761,Sallyann Schindler,2024-03-15 05:37:50,referrals,Escalated,Vagney,France,sschindler9i@wise.com,,TRUE,Level 3,Phone,,Closed,Chat,Medium,,
ilkc-9214-5270,Olwen Idwal Evans,2024-04-29 09:04:16,referrals,Pending,Kochani,Macedonia,oidwal9j@wise.com,,TRUE,,Chat,,In Progress,Chat,Medium,,
xeaf-4310-8327,Lavinie Le Sarr,2024-06-19 15:14:52,fees,Resolved,Trancas,Argentina,lle9k@wise.com,,FALSE,,Chat,,Closed,Call,Medium,,
dkit-0335-1949,Wilfred Olin,2024-02-04 21:55:45,technical_issues,Resolved,Tangguhang,Indonesia,wolin9l@wise.com,1,TRUE,,Email,2024-02-14 09:56:51,Closed,Chat,Medium,10,240
blsy-7212-8701,Darrin Le Grys,2024-06-18 13:32:06,kyc_transfer_on_hold,Pending,Nanniu,China,dle9m@wise.com,,FALSE,,Chat,,In Progress,Call,Medium,,
icld-4017-4176,Harold Ferreri,2024-05-29 20:31:19,scam,Escalated,Fiais da Beira,Portugal,hferreri9n@wise.com,,FALSE,Level 2,Chat,,Closed,Email,High,,
prwh-4377-7393,Agosto Grimme,2024-01-24 14:52:57,exchange_rate,Escalated,Jinghai,China,agrimme9o@wise.com,,FALSE,Level 3,Chat,,Closed,Chat,Low,,
xbtf-1574-7408,Wilie McCluin,2024-06-13 19:47:22,plastic,Resolved,Watari,Japan,wmccluin9p@wise.com,,TRUE,,Email,,Closed,Email,Medium,,
gbuv-9058-3588,Sela Revill,2024-05-14 01:20:37,account_deactivation,Escalated,Concepción Tutuapa,Guatemala,srevill9q@wise.com,,TRUE,Level 3,Phone,,Closed,Email,Medium,,
okcx-2379-0251,Evy Bouttell,2024-05-23 05:39:17,scam,Resolved,Khadan Khāk,Pakistan,ebouttell9r@wise.com,3,FALSE,,Chat,2024-05-25 05:43:47,Closed,Email,Medium,2,48
sdfb-6874-2365,Birk Crowhurst,2024-04-10 07:56:39,verification,Escalated,Montpellier,France,bcrowhurst9s@wise.com,,FALSE,Level 3,Email,,Closed,Chat,Low,,
fzny-5373-4589,Tine Bragg,2024-04-24 05:16:59,exchange_rate,Resolved,Limenária,Greece,tbragg9t@wise.com,,TRUE,,Chat,,Closed,Call,Medium,,
dzix-4103-4232,Aloise Rossey,2024-02-06 18:16:10,exchange_rate,Escalated,Kasangulu,Democratic Republic of the Congo,arossey9u@wise.com,3,FALSE,Level 2,Phone,2024-02-10 12:05:18,Closed,Call,Medium,4,96
kgya-3335-4483,Gerek Stenson,2024-02-14 18:07:01,referrals,Resolved,Sionogan,Philippines,gstenson9v@wise.com,,FALSE,,Chat,,Closed,Email,Low,,
zlrq-5686-0727,Louella Buncombe,2024-06-05 22:01:00,other,Resolved,Tha Luang,Thailand,lbuncombe9w@wise.com,,FALSE,,Phone,,Closed,Email,Low,,
oxzv-7493-0919,Niki Dunton,2024-03-17 21:37:17,fees,Resolved,Loma Bonita,Mexico,ndunton9x@wise.com,,FALSE,,Chat,,Closed,Chat,High,,
aonj-9100-9816,Delbert MacDunlevy,2024-01-05 16:17:47,customer_service,Resolved,Dasht-e Qal‘ah,Afghanistan,dmacdunlevy9y@wise.com,,FALSE,,Phone,,Closed,Chat,Medium,,
pzwy-3612-3541,Isadora Marsh,2024-01-25 00:46:40,verification,Pending,Rio Largo,Brazil,imarsh9z@wise.com,,FALSE,,Phone,,In Progress,Chat,High,,
xjzk-3356-3299,Cherey Baudouin,2024-03-04 18:47:24,customer_service,Escalated,Shenzhengqiao,China,cbaudouina0@wise.com,3,TRUE,Level 3,Email,2024-03-13 04:50:38,Closed,Call,High,9,216
zbfw-9860-0392,Rozanne O'Fogerty,2024-02-28 13:12:49,assets/_investments,Escalated,Neochóri,Greece,rofogertya1@wise.com,,TRUE,Level 3,Email,,Closed,Call,High,,
aavz-9205-8917,Melitta Summergill,2024-03-03 16:01:00,other,Escalated,Kwali,Nigeria,msummergilla2@wise.com,,FALSE,Level 3,Phone,,Closed,Call,Medium,,
dvzj-7877-5305,Margarita Mulvenna,2024-03-29 19:47:49,verification,Resolved,Velikiye Luki,Russia,mmulvennaa3@wise.com,1,TRUE,,Email,2024-04-04 00:24:28,Closed,Call,Low,6,144
cnjv-9552-7958,Klarrisa Olechnowicz,2024-01-29 11:05:52,verification,Pending,Dacheng,China,kolechnowicza4@wise.com,,FALSE,,Phone,,Open,Call,High,,
zicp-6493-3199,Orren Tremonte,2024-02-08 11:25:09,other,Pending,Baihe,China,otremontea5@wise.com,,TRUE,,Chat,,In Progress,Call,Medium,,
qeqw-2309-3817,Derron Najera,2024-02-16 01:45:54,account_deactivation,Escalated,Qianguo,China,dnajeraa6@wise.com,,TRUE,Level 3,Phone,,Closed,Call,High,,
pfmn-3073-6599,Egon Konert,2024-05-13 22:32:47,assets/_investments,Pending,Juegang,China,ekonerta7@wise.com,,FALSE,,Chat,,Open,Call,Low,,
qbly-1378-5422,Marcel Lindwall,2024-03-22 19:14:21,technical_issues,Pending,Mełgiew,Poland,mlindwalla8@wise.com,,FALSE,,Chat,,Open,Email,High,,
iwbi-8982-7070,Nickolaus Sellens,2024-05-31 05:10:06,verification,Resolved,Chadiza,Zambia,nsellensa9@wise.com,,TRUE,,Phone,,Closed,Call,Low,,
nirp-5305-6599,Zoe Lobe,2024-01-06 17:56:59,account_deactivation,Resolved,Bagamoyo,Tanzania,zlobeaa@wise.com,,TRUE,,Chat,,Closed,Call,Low,,
jica-5460-6596,Rhianna Balnaves,2024-04-13 07:21:08,verification,Pending,Huqiu,China,rbalnavesab@wise.com,,FALSE,,Chat,,In Progress,Chat,High,,
zkfc-5292-0337,Nicki Schiesterl,2024-04-16 09:18:43,technical_issues,Pending,Shāhdādkot,Pakistan,nschiesterlac@wise.com,,TRUE,,Email,,In Progress,Email,High,,
mqll-7122-5842,Stormy Minifie,2024-04-27 01:59:53,where_s_my_money,Escalated,Villeurbanne,France,sminifiead@wise.com,3,FALSE,Level 2,Phone,2024-04-29 18:05:54,Closed,Email,Low,2,48
ovyw-1231-2853,Tonie Foran,2024-05-30 19:30:28,customer_service,Resolved,Bangbayang,Indonesia,tforanae@wise.com,2,TRUE,,Phone,2024-06-03 18:27:50,Closed,Call,Medium,4,96
fhmx-4373-1876,Ave Orrin,2024-02-01 00:26:35,assets/_investments,Resolved,Boroon,Philippines,aorrinaf@wise.com,,TRUE,,Email,,Closed,Chat,Medium,,
muxi-8543-1092,Dorie Feldmark,2024-04-11 05:19:31,where_s_my_money,Pending,Setun’,Russia,dfeldmarkag@wise.com,,TRUE,,Email,,In Progress,Call,High,,
ceai-9854-7959,Pascal Dorking,2024-04-17 06:11:08,kyc_transfer_on_hold,Pending,Dayr al Ghuşūn,Palestinian Territory,pdorkingah@wise.com,,TRUE,,Chat,,Open,Email,Low,,
tajq-1836-2334,Gates Jerosch,2024-04-10 02:52:12,where_s_my_money,Escalated,Paseh,Indonesia,gjeroschai@wise.com,,TRUE,Level 3,Email,,Closed,Call,Low,,
jwnn-0428-4160,Gibbie Gillman,2024-01-03 15:37:57,verification,Resolved,Tunduma,Tanzania,ggillmanaj@wise.com,,TRUE,,Phone,,Closed,Call,High,,
akff-9531-6335,Ferguson Dinis,2024-05-31 03:38:26,customer_service,Pending,Amerta,Indonesia,fdinisak@wise.com,,TRUE,,Chat,,In Progress,Chat,Low,,
egcw-2939-0265,Modesty Postill,2024-01-07 23:14:14,assets/_investments,Pending,Uthai,Thailand,mpostillal@wise.com,,FALSE,,Chat,,In Progress,Email,High,,
dhmd-6895-4329,Twyla Childers,2024-01-21 04:29:05,scam,Resolved,Zhanggongmiao,China,tchildersam@wise.com,5,TRUE,,Email,2024-01-22 19:42:19,Closed,Email,High,1,24
xncg-0157-0579,Augusta Posselwhite,2024-03-19 00:43:12,kyc_transfer_on_hold,Pending,Kiikala,Finland,aposselwhitean@wise.com,,FALSE,,Email,,Open,Email,Medium,,
uxgz-6948-3998,Meaghan Pinchback,2024-05-15 14:25:38,verification,Escalated,Heshi,China,mpinchbackao@wise.com,4,FALSE,Level 2,Email,2024-05-20 10:14:51,Closed,Email,Low,5,120
bygk-7198-0840,Dell Kinnier,2024-01-25 01:07:39,where_s_my_money,Resolved,Vittoriosa,Malta,dkinnierap@wise.com,5,FALSE,,Email,2024-02-03 20:26:11,Closed,Call,Medium,9,216
ohcu-9912-3175,Genia Belone,2024-01-23 11:40:48,verification,Pending,Caldas Novas,Brazil,gbeloneaq@wise.com,,FALSE,,Chat,,Open,Chat,Medium,,
nnfq-3024-8509,Shem Morrish,2024-04-18 05:45:22,assets/_investments,Escalated,Sayán,Peru,smorrishar@wise.com,,FALSE,Level 2,Email,,Closed,Email,Medium,,
mtzz-6457-2164,Leeland Goldis,2024-06-15 18:26:45,account_deactivation,Pending,Mugango,Tanzania,lgoldisas@wise.com,,FALSE,,Phone,,In Progress,Email,Low,,
chjf-9378-7025,Chadwick Preston,2024-04-07 17:40:56,where_s_my_money,Escalated,Hongqi,China,cprestonat@wise.com,,TRUE,Level 2,Chat,,Closed,Chat,Low,,
eypa-3376-8355,Waverly Chalmers,2024-05-26 22:10:43,privacy,Pending,Mislak,Indonesia,wchalmersau@wise.com,,TRUE,,Chat,,In Progress,Call,High,,
gmbr-2418-3700,Hayden Carren,2024-03-19 17:19:55,referrals,Escalated,Jenang Selatan,Indonesia,hcarrenav@wise.com,,FALSE,Level 2,Phone,,Closed,Call,Low,,
ufho-5313-7281,Cecil Hovington,2024-04-05 14:47:46,verification,Pending,Qukuhu,China,chovingtonaw@wise.com,,TRUE,,Email,,In Progress,Chat,Medium,,
nblo-4185-6252,Trace Gummow,2024-06-11 21:17:24,verification,Pending,Marisol,Portugal,tgummowax@wise.com,,TRUE,,Phone,,In Progress,Chat,Low,,
mlno-0345-6274,Lark Gilbee,2024-04-19 14:43:10,assets/_investments,Resolved,Parlilitan,Indonesia,lgilbeeay@wise.com,,FALSE,,Email,,Closed,Chat,High,,
dqni-4274-1814,Oby Ralton,2024-05-04 10:07:21,referrals,Escalated,Makur,Micronesia,oraltonaz@wise.com,,FALSE,Level 3,Phone,,Closed,Call,Low,,
lnaa-1674-0527,Nevil Southam,2024-06-26 06:58:30,referrals,Resolved,Gaohu,China,nsouthamb0@wise.com,,FALSE,,Phone,,Closed,Call,High,,
uvmr-2645-0820,Maddi Storr,2024-03-15 09:01:58,privacy,Resolved,Bořitov,Czech Republic,mstorrb1@wise.com,,FALSE,,Chat,,Closed,Call,Medium,,
ixaf-6074-1256,Giulio Hrinchenko,2024-05-31 03:12:37,assets/_investments,Pending,Soriano,Uruguay,ghrinchenkob2@wise.com,,TRUE,,Chat,,In Progress,Chat,Low,,
vyto-0514-5876,Gavra Grigaut,2024-02-01 19:39:39,fees,Resolved,Bangbayang,Indonesia,ggrigautb3@wise.com,4,TRUE,,Chat,2024-02-02 08:31:22,Closed,Call,High,1,24
xukk-9693-6654,Harwell Benedict,2024-05-08 23:19:17,exchange_rate,Escalated,Muting,Indonesia,hbenedictb4@wise.com,,TRUE,Level 2,Email,,Closed,Email,Low,,
dstu-0579-2601,Dyna Vignaux,2024-06-04 08:31:28,fees,Pending,Kristiansand S,Norway,dvignauxb5@wise.com,,FALSE,,Chat,,Open,Email,Low,,
kgun-3166-1326,Ivonne Howieson,2024-05-01 01:23:42,privacy,Escalated,Chatan,Japan,ihowiesonb6@wise.com,3,TRUE,Level 2,Chat,2024-05-04 14:40:13,Closed,Chat,High,3,72
cibt-5723-2043,Idelle Follan,2024-01-29 12:52:15,fees,Escalated,Shāhdādkot,Pakistan,ifollanb7@wise.com,,TRUE,Level 2,Email,,Closed,Call,High,,
haqm-5325-4299,Melesa Jarratt,2024-03-02 17:29:20,hat,Resolved,Fangfan,China,mjarrattb8@wise.com,,FALSE,,Phone,,Closed,Chat,Medium,,
idre-5397-5183,Ardelia Fealy,2024-06-18 03:24:58,referrals,Escalated,Muraloka,Indonesia,afealyb9@wise.com,,FALSE,Level 1,Email,,Closed,Email,Low,,
kuab-0442-5452,Shalna Ditzel,2024-02-25 10:33:50,exchange_rate,Resolved,Huamachuco,Peru,sditzelba@wise.com,,FALSE,,Phone,,Closed,Email,Medium,,
rrfg-7810-0409,Nydia Mallia,2024-02-02 18:54:42,exchange_rate,Resolved,Puunage,Indonesia,nmalliabb@wise.com,2,TRUE,,Email,2024-02-10 03:57:25,Closed,Call,High,8,192
wmck-6740-4640,Pall Beauchamp,2024-03-25 05:58:10,technical_issues,Resolved,Pagarbatu,Indonesia,pbeauchampbc@wise.com,,FALSE,,Phone,,Closed,Chat,High,,
avge-6142-3676,Westleigh Junkin,2024-01-31 12:14:23,technical_issues,Resolved,Vicuña Mackenna,Argentina,wjunkinbd@wise.com,,FALSE,,Chat,,Closed,Chat,Low,,
luxp-7453-0301,Jacenta Blaze,2024-06-13 00:56:56,customer_service,Resolved,Jinnan,China,jblazebe@wise.com,,TRUE,,Email,,Closed,Email,High,,
oimg-3704-5653,Boone Joubert,2024-05-31 20:00:57,other,Pending,Al Qadarif,Sudan,bjoubertbf@wise.com,,FALSE,,Email,,In Progress,Email,High,,
lewd-4129-9623,Kleon Vallery,2024-02-04 20:31:09,referrals,Resolved,Bolotnoye,Russia,kvallerybg@wise.com,,FALSE,,Phone,,Closed,Email,High,,
tkku-0438-2196,Carol Masic,2024-03-04 13:19:41,technical_issues,Pending,Billère,France,cmasicbh@wise.com,,FALSE,,Chat,,In Progress,Email,High,,
tlay-5356-4546,Budd Canter,2024-02-05 00:27:14,account_deactivation,Escalated,Al Fujayrah,United Arab Emirates,bcanterbi@wise.com,,TRUE,Level 2,Email,,Closed,Email,High,,
nzdt-7491-2830,Sol Fairley,2024-03-27 19:51:09,plastic,Escalated,Chojnice,Poland,sfairleybj@wise.com,,FALSE,Level 1,Phone,,Closed,Chat,Medium,,
pcij-5413-2582,Adelheid Serot,2024-04-27 04:24:14,hat,Pending,Maganha,Portugal,aserotbk@wise.com,,TRUE,,Email,,Open,Email,High,,
htaw-4432-6746,Laureen Tanswell,2024-05-07 21:17:07,referrals,Escalated,Aurora,Philippines,ltanswellbl@wise.com,,TRUE,Level 1,Email,,Closed,Chat,Low,,
thea-5335-6378,Alfonso Meus,2024-01-08 05:37:18,where_s_my_money,Resolved,Puerto Montt,Chile,ameusbm@wise.com,,FALSE,,Phone,,Closed,Chat,High,,
kslu-2187-5729,Sisile Van Der Weedenburg,2024-02-21 23:14:28,plastic,Pending,Palaiomonástiron,Greece,svanbn@wise.com,,TRUE,,Chat,,Open,Email,Medium,,
qyeg-5427-3374,Isa Warlaw,2024-05-21 14:13:02,scam,Escalated,Jargalant,Mongolia,iwarlawbo@wise.com,,TRUE,Level 1,Email,,Closed,Call,Low,,
dalu-3228-4036,Chrissie Frowde,2024-04-23 18:54:05,referrals,Pending,San Rafael,Philippines,cfrowdebp@wise.com,,FALSE,,Phone,,In Progress,Call,Low,,
xdek-5039-3068,Avictor Thomerson,2024-03-30 12:03:42,assets/_investments,Resolved,Santa Bárbara,Venezuela,athomersonbq@wise.com,,TRUE,,Phone,,Closed,Call,Medium,,
fowp-0362-6197,Park Ebbetts,2024-03-29 00:04:33,scam,Escalated,Radiměř,Czech Republic,pebbettsbr@wise.com,,FALSE,Level 2,Chat,,Closed,Chat,Low,,
eeig-4857-5779,Venus Siebert,2024-02-28 13:51:09,verification,Resolved,Canchayllo,Peru,vsiebertbs@wise.com,,TRUE,,Chat,,Closed,Email,Low,,
mxhj-1099-8402,Adams Copozio,2024-04-03 03:27:02,plastic,Resolved,Pakel,Indonesia,acopoziobt@wise.com,,FALSE,,Chat,,Closed,Call,High,,
zvha-8595-1730,Deny L'Homme,2024-05-22 09:55:56,hat,Pending,Smolensk,Russia,dlhommebu@wise.com,,TRUE,,Chat,,In Progress,Call,High,,
brec-8589-2726,Kip Gantlett,2024-01-17 00:12:13,fees,Resolved,Magaozhuang,China,kgantlettbv@wise.com,,FALSE,,Phone,,Closed,Call,High,,
uzad-5963-3675,Ryun Farthing,2024-05-25 14:23:07,verification,Pending,Gornyak,Russia,rfarthingbw@wise.com,,TRUE,,Email,,Open,Chat,Low,,
arus-3051-2347,Malia Slucock,2024-03-07 00:22:44,plastic,Resolved,Osby,Sweden,mslucockbx@wise.com,5,FALSE,,Chat,2024-03-14 13:47:10,Closed,Chat,Medium,7,168
galc-9981-1246,Gerrie Alekseev,2024-04-09 03:13:27,plastic,Pending,Caper,Indonesia,galekseevby@wise.com,,FALSE,,Phone,,In Progress,Chat,High,,
ndqu-5675-8719,Nani Grishakin,2024-05-06 01:07:53,fees,Escalated,Dongpu,China,ngrishakinbz@wise.com,,FALSE,Level 2,Email,,Closed,Email,Low,,
inxx-7585-7477,Alexandre Screach,2024-05-27 07:42:49,fees,Resolved,Siewierz,Poland,ascreachc0@wise.com,,TRUE,,Phone,,Closed,Email,Medium,,
vioh-7783-8873,Salmon Oakes,2024-01-04 14:57:25,plastic,Pending,Comendador,Dominican Republic,soakesc1@wise.com,,TRUE,,Email,,In Progress,Chat,Low,,
kccc-9014-5908,Fina Ciciura,2024-02-18 22:25:37,customer_service,Pending,Paris La Défense,France,fciciurac2@wise.com,,FALSE,,Email,,In Progress,Call,High,,
jvqy-1451-8215,Brenda Givens,2024-01-31 15:45:12,plastic,Escalated,Garbolovo,Russia,bgivensc3@wise.com,,FALSE,Level 1,Chat,,Closed,Email,Medium,,
yqrp-6429-0388,Kathlin McDonnell,2024-04-01 10:06:52,exchange_rate,Pending,Caitang,China,kmcdonnellc4@wise.com,,FALSE,,Phone,,In Progress,Chat,High,,
bdwe-5708-6995,Jarrett McNeish,2024-01-30 08:53:04,fees,Pending,Danao,Philippines,jmcneishc5@wise.com,,TRUE,,Chat,,Open,Call,Medium,,
hugc-1433-7789,Alys Overpool,2024-03-13 09:05:41,technical_issues,Escalated,Adamstown,Pitcairn,aoverpoolc6@wise.com,,TRUE,Level 3,Phone,,Closed,Call,Medium,,
oyfo-0886-7422,Creigh Habin,2024-02-16 14:59:29,technical_issues,Resolved,Jõgeva,Estonia,chabinc7@wise.com,3,FALSE,,Chat,2024-02-17 18:45:52,Closed,Email,High,1,24
mtca-0567-0803,Iggy Lambert,2024-03-15 15:36:26,exchange_rate,Escalated,Raków,Poland,ilambertc8@wise.com,,TRUE,Level 3,Phone,,Closed,Email,Low,,
